	A_A	A_R	A_N	A_D	A_C	A_E	A_Q	A_G	A_H	A_I	A_L	A_K	A_M	A_F	A_P	A_S	A_T	A_W	A_Y	A_V	R_A	R_R	R_N	R_D	R_C	R_E	R_Q	R_G	R_H	R_I	R_L	R_K	R_M	R_F	R_P	R_S	R_T	R_W	R_Y	R_V	N_A	N_R	N_N	N_D	N_C	N_E	N_Q	N_G	N_H	N_I	N_L	N_K	N_M	N_F	N_P	N_S	N_T	N_W	N_Y	N_V	D_A	D_R	D_N	D_D	D_C	D_E	D_Q	D_G	D_H	D_I	D_L	D_K	D_M	D_F	D_P	D_S	D_T	D_W	D_Y	D_V	C_A	C_R	C_N	C_D	C_C	C_E	C_Q	C_G	C_H	C_I	C_L	C_K	C_M	C_F	C_P	C_S	C_T	C_W	C_Y	C_V	E_A	E_R	E_N	E_D	E_C	E_E	E_Q	E_G	E_H	E_I	E_L	E_K	E_M	E_F	E_P	E_S	E_T	E_W	E_Y	E_V	Q_A	Q_R	Q_N	Q_D	Q_C	Q_E	Q_Q	Q_G	Q_H	Q_I	Q_L	Q_K	Q_M	Q_F	Q_P	Q_S	Q_T	Q_W	Q_Y	Q_V	G_A	G_R	G_N	G_D	G_C	G_E	G_Q	G_G	G_H	G_I	G_L	G_K	G_M	G_F	G_P	G_S	G_T	G_W	G_Y	G_V	H_A	H_R	H_N	H_D	H_C	H_E	H_Q	H_G	H_H	H_I	H_L	H_K	H_M	H_F	H_P	H_S	H_T	H_W	H_Y	H_V	I_A	I_R	I_N	I_D	I_C	I_E	I_Q	I_G	I_H	I_I	I_L	I_K	I_M	I_F	I_P	I_S	I_T	I_W	I_Y	I_V	L_A	L_R	L_N	L_D	L_C	L_E	L_Q	L_G	L_H	L_I	L_L	L_K	L_M	L_F	L_P	L_S	L_T	L_W	L_Y	L_V	K_A	K_R	K_N	K_D	K_C	K_E	K_Q	K_G	K_H	K_I	K_L	K_K	K_M	K_F	K_P	K_S	K_T	K_W	K_Y	K_V	M_A	M_R	M_N	M_D	M_C	M_E	M_Q	M_G	M_H	M_I	M_L	M_K	M_M	M_F	M_P	M_S	M_T	M_W	M_Y	M_V	F_A	F_R	F_N	F_D	F_C	F_E	F_Q	F_G	F_H	F_I	F_L	F_K	F_M	F_F	F_P	F_S	F_T	F_W	F_Y	F_V	P_A	P_R	P_N	P_D	P_C	P_E	P_Q	P_G	P_H	P_I	P_L	P_K	P_M	P_F	P_P	P_S	P_T	P_W	P_Y	P_V	S_A	S_R	S_N	S_D	S_C	S_E	S_Q	S_G	S_H	S_I	S_L	S_K	S_M	S_F	S_P	S_S	S_T	S_W	S_Y	S_V	T_A	T_R	T_N	T_D	T_C	T_E	T_Q	T_G	T_H	T_I	T_L	T_K	T_M	T_F	T_P	T_S	T_T	T_W	T_Y	T_V	W_A	W_R	W_N	W_D	W_C	W_E	W_Q	W_G	W_H	W_I	W_L	W_K	W_M	W_F	W_P	W_S	W_T	W_W	W_Y	W_V	Y_A	Y_R	Y_N	Y_D	Y_C	Y_E	Y_Q	Y_G	Y_H	Y_I	Y_L	Y_K	Y_M	Y_F	Y_P	Y_S	Y_T	Y_W	Y_Y	Y_V	V_A	V_R	V_N	V_D	V_C	V_E	V_Q	V_G	V_H	V_I	V_L	V_K	V_M	V_F	V_P	V_S	V_T	V_W	V_Y	V_V
C_R	 	39	1	 	1	 	1	 	2	 	 	4	 	 	1	 	 	 	2	5	1	74	 	 	1	3	4	1	1	 	1	5	 	 	 	1	1	 	 	7	 	24	1	 	1	 	 	2	 	 	 	4	1	 	 	 	1	 	 	3	 	11	1	 	 	1	1	1	 	 	 	2	 	 	 	 	 	 	 	443	6	-2104	19	4	70	28	110	34	140	2	24	291	10	4	31	35	30	9	11	41	 	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	4	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	15	5	35	1	1	 	 	1	1	 	 	 	2	1	 	 	 	 	 	 	2	 	32	 	 	 	 	4	2	2	 	1	5	 	 	 	1	 	 	 	2	 	2	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	 	30	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	12	1	 	 	 	 	1	 	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	4	2	36	 	 	1	 	2	 	 	 	1	2	 	 	 	 	 	 	 	 	 	18	 	 	 	 	1	 	1	1	3	 	 	 	 	 	 	 	1	22	2	206	1	2	1	5	11	2	3	 	1	81	3	1	 	3	4	1	2	4	 	13	 	 	 	 	1	 	1	 	 	4	 	 	 	 	 	 	1	3	 	14	1	 	 	1	1	 	1	1	 	1	 	1	 	1	 	 	1	5	1	78	1	 	1	 	5	2	2	 	1	13	 	 	 	1	2	 	 	1	 	7	 	 	 	 	1	 	1	 	1	1	 	 	 	 	 	 	1	 
C_N	 	 	156	1	 	 	 	3	 	 	 	1	 	 	 	2	1	 	 	7	 	 	47	3	 	5	1	5	1	 	 	1	 	 	 	1	 	 	1	5	 	 	13	1	 	 	1	 	1	1	 	 	 	 	 	2	 	 	 	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	412	67	17	-2285	284	13	64	14	75	100	6	12	36	3	9	6	195	97	 	87	92	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	8	1	 	1	 	 	 	 	 	2	 	 	 	4	 	 	 	13	 	 	31	 	2	1	 	 	 	1	 	 	 	 	 	1	9	 	 	2	 	 	45	4	 	1	 	 	1	1	 	 	 	 	 	12	1	 	 	28	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	19	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	26	 	 	 	 	 	 	 	 	1	 	 	 	7	 	 	 	1	 	 	7	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	23	1	2	186	1	2	 	1	2	1	 	1	23	 	 	 	6	12	 	2	3	1	 	35	 	 	 	1	 	1	 	 	1	 	 	 	1	 	 	 	1	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	8	 	1	117	3	 	3	 	 	6	 	 	2	 	 	 	2	1	 	1	1	 	 	11	1	 	9	 	 	3	 	 	 	 	 	 	 	 	 	 	 
C_D	 	 	 	23	 	1	3	 	1	 	 	 	 	 	 	 	 	 	 	17	2	 	1	356	 	18	1	2	2	 	 	 	 	 	 	2	2	 	2	2	 	 	2	51	 	3	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	1	1	1	 	7	 	 	 	 	 	 	 	 	 	1	 	 	 	473	26	6	391	-2738	3	205	10	65	67	3	2	9	 	12	2	31	5	1	16	8	 	1	1	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	2	1	 	 	10	 	2	 	1	1	 	 	1	 	 	 	1	 	 	 	3	 	 	1	25	1	1	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	5	67	 	6	 	 	1	 	 	1	 	 	 	1	 	1	 	 	 	1	3	21	 	1	3	 	2	 	 	 	 	 	 	1	 	 	1	6	 	 	1	34	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	2	 	 	2	10	 	2	 	 	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	5	 	 	2	54	 	5	 	1	1	 	 	 	 	 	 	2	 	 	 	5	 	 	 	3	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	31	6	1	2	358	1	4	1	4	15	 	1	1	 	 	 	3	1	 	1	1	 	 	1	34	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	3	2	 	1	66	 	 	 	 	2	 	 	 	 	 	 	 	2	 	 	14	3	 	3	230	 	17	1	1	 	 	 	 	 	 	1	3	1	 	5	2	 	 	 	48	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 
C_C	 	1	 	 	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	1	 	 	33	 	 	 	1	 	 	 	 	 	1	1	 	 	 	3	 	1	 	 	2	 	 	 	 	1	 	 	 	 	 	1	 	 	 	1	 	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	532	4	23	4	6	-764	 	2	7	4	 	2	1	 	4	4	48	4	4	15	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	4	1	 	 	12	 	 	 	1	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	 	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	1	 	 	13	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	 	1	1	 	28	 	 	 	1	 	 	 	 	 	 	3	 	 	1	2	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	1	2	 	10	 	 	 	1	 	 	 	 	1	 	4	1	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 
C_E	 	 	 	10	 	52	3	 	 	 	 	 	 	 	 	 	 	 	 	19	2	1	1	16	 	446	13	4	 	 	2	3	 	 	1	1	1	 	 	6	 	 	1	4	 	26	5	4	 	 	 	3	 	 	 	 	 	 	1	3	 	1	3	 	 	7	 	 	 	 	 	1	 	 	 	 	 	 	 	366	48	25	36	177	2	-2710	72	67	22	12	42	102	 	1	 	27	38	12	2	33	 	1	 	 	 	1	1	 	 	 	 	1	 	 	 	 	 	 	 	7	2	 	 	4	 	17	1	1	 	 	 	1	 	 	 	 	 	 	 	2	 	 	 	3	 	67	 	3	1	 	2	1	 	 	 	 	 	 	 	6	2	3	 	5	 	103	2	1	 	 	 	3	 	 	 	 	1	 	 	1	 	 	 	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	2	 	15	1	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	1	3	 	26	1	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	4	1	70	3	8	 	 	 	1	 	 	 	 	 	 	 	6	 	 	 	1	 	3	 	 	1	 	 	 	 	 	 	 	 	 	 	27	6	3	1	16	 	383	14	3	4	1	1	21	 	 	 	1	 	 	 	9	 	 	 	4	 	48	3	 	 	 	 	2	 	 	 	 	 	 	 	8	 	2	 	2	 	40	 	2	 	 	 	 	 	 	 	 	 	 	 	7	 	1	2	12	 	213	1	 	 	 	 	5	 	 	 	1	1	 	 	4	 	 	 	1	 	22	1	 	 	 	 	1	 	 	 	 	 	 	 	 
C_Q	 	4	 	 	 	4	81	 	9	 	 	2	 	2	 	 	 	 	8	13	1	2	1	3	 	17	144	 	3	 	1	2	 	 	 	2	1	 	 	7	 	6	1	 	 	1	10	 	1	1	 	 	 	 	 	1	 	 	 	1	 	4	3	 	 	 	5	 	4	 	 	1	 	 	 	4	 	 	 	485	16	311	33	17	20	203	-2866	18	200	7	47	209	2	15	4	33	38	5	6	30	 	1	 	 	 	 	4	 	1	 	1	1	 	 	 	 	 	 	 	3	1	1	 	 	 	2	7	 	 	 	2	1	 	 	 	1	1	 	 	6	1	4	 	 	 	 	45	 	1	 	1	3	 	 	 	 	 	 	 	3	 	10	 	 	 	12	58	 	1	 	 	1	 	 	 	2	1	 	 	2	 	1	1	1	 	 	27	 	1	 	 	1	1	2	 	 	 	 	 	2	 	3	 	 	2	1	15	 	 	 	 	2	 	 	 	 	 	 	 	1	 	 	 	4	 	2	6	 	1	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	 	1	 	 	4	1	67	 	6	 	1	 	 	 	 	 	 	1	3	2	 	 	 	 	20	1	8	 	 	1	 	 	 	 	 	2	 	 	 	11	 	7	1	1	1	16	285	6	4	3	3	4	 	2	 	1	1	2	 	3	 	1	 	 	 	3	50	 	1	 	 	 	 	 	 	 	1	 	3	1	 	8	1	1	 	2	17	 	1	1	 	 	 	 	 	3	 	 	1	34	 	7	1	 	 	7	223	 	9	 	1	21	 	 	 	 	 	 	 	4	 	9	 	1	1	 	19	 	3	 	2	2	1	2	1	 	 	 	3	 
C_G	 	 	 	 	 	 	 	64	 	 	 	 	 	 	 	 	 	 	 	6	1	 	1	5	1	4	1	116	 	 	 	1	 	 	 	3	 	 	 	3	1	 	 	1	 	7	 	16	 	1	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	493	95	35	44	25	28	28	11	-1810	5	1	1	12	1	2	2	103	22	4	 	12	 	1	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	 	 	3	 	 	 	 	 	 	 	3	 	 	 	5	2	 	 	 	 	1	 	68	 	 	 	 	 	 	 	2	 	 	 	9	 	1	 	2	 	2	 	35	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	2	 	1	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	11	4	 	 	 	 	2	 	42	 	 	 	3	 	 	 	2	 	 	1	3	6	 	 	 	 	1	 	15	 	 	 	 	 	 	 	2	 	 	 	22	31	3	2	2	1	9	5	280	1	 	1	1	 	 	2	5	10	 	 	34	 	 	 	 	1	 	 	65	2	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	16	 	2	 	1	 	 	 	 	 	 	 	3	 	1	 	1	 	5	 	77	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	41	 	 	 	2	 	 	 	 	 	 	 	 
C_H	 	 	 	 	 	 	 	 	21	 	 	 	1	 	 	 	 	 	1	3	1	2	2	1	2	1	2	2	51	 	1	 	 	 	 	1	 	 	2	3	 	1	1	1	1	1	1	1	71	 	 	3	 	 	2	 	 	 	 	 	 	1	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	410	44	148	67	33	22	14	138	10	-2286	1	52	13	6	16	45	30	129	3	188	9	 	1	 	 	 	 	 	 	5	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	3	 	4	2	 	 	 	 	 	 	1	 	1	11	 	3	 	3	1	 	4	1	113	 	8	 	 	 	 	 	 	 	1	12	 	1	 	4	1	 	3	 	19	 	 	 	 	 	 	1	1	1	7	 	 	 	1	 	 	 	 	 	12	 	 	 	 	 	 	 	 	 	 	1	 	1	 	2	 	 	 	 	14	 	 	 	 	5	 	 	 	 	 	 	 	1	 	 	 	1	1	 	8	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	3	 	1	1	 	1	 	35	 	 	 	 	1	 	 	 	 	2	1	1	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	14	3	2	14	3	1	1	14	2	269	1	2	4	 	 	5	3	1	 	4	12	1	1	 	1	 	 	1	 	18	 	 	 	 	 	 	 	 	 	1	2	1	11	1	6	 	 	3	 	8	1	 	 	 	 	 	1	 	 	3	20	 	5	11	3	1	1	11	 	128	 	1	1	 	18	4	1	1	 	3	3	 	 	 	 	 	 	1	 	68	 	 	 	 	 	3	 	 	 	 	 
C_I	 	 	 	 	 	 	 	 	 	8	4	 	3	 	 	 	 	 	 	16	1	 	 	 	 	1	 	 	 	70	2	 	7	 	 	 	2	 	 	15	 	 	 	 	 	 	 	 	 	5	 	 	3	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	5	1	1	 	 	 	1	1	 	1	305	23	4	6	3	2	7	1	1	6	-2725	354	7	76	38	5	12	75	 	7	1499	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	 	 	 	 	2	1	1	 	 	 	1	1	 	1	3	 	 	 	 	 	 	 	 	 	14	1	1	 	2	 	1	3	 	 	3	 	 	 	 	 	 	 	 	 	12	 	 	2	 	 	 	1	 	 	4	 	 	 	1	 	 	 	 	 	3	1	 	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	 	 	34	2	1	 	2	 	 	 	 	 	12	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	2	 	 	 	 	 	 	 	 	62	5	 	1	 	 	 	1	 	 	15	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	13	1	 	 	 	 	1	 	 	1	124	12	 	2	1	 	 	5	 	 	24	 	 	 	 	 	 	 	 	 	75	 	 	 	 	 	 	 	 	 	26	1	 	 	 	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 	19	 	 	 	 	 	 	 	 	 	147	11	 	4	 	 	3	6	 	 	17	 	 	 	1	 	 	3	 	 	22	1	 	 	 	 	 	 	 	 	1
C_L	 	 	 	 	 	 	 	 	 	5	24	 	5	1	 	 	 	 	 	22	 	 	 	 	 	 	1	 	 	2	102	 	4	2	1	1	 	 	1	5	 	 	 	 	 	 	 	 	 	1	4	 	2	7	 	2	1	 	 	 	 	1	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	551	13	27	1	4	5	6	16	 	34	264	-2230	5	151	152	13	32	24	2	9	301	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	1	9	 	3	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	3	21	 	 	8	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	25	 	14	 	 	 	 	 	 	10	 	1	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	2	 	10	 	 	 	 	 	 	 	 	 	14	15	 	6	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	10	 	 	 	 	 	 	 	 	 	13	26	 	6	2	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	6	 	1	1	 	 	 	 	 	16	 	1	 	1	1	 	2	 	3	10	218	 	5	2	1	1	 	 	2	13	 	 	 	 	 	 	 	 	 	3	14	 	3	 	 	 	 	 	 	11	 	 	 	 	 	 	 	1	 	 	26	 	1	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	1	4	95	 	10	1	2	 	 	 	 	4	 	 	 	 	 	 	 	 	 	26	23	 	 	 	 	 	 	1	 	1
C_K	 	1	2	 	 	 	3	1	 	 	 	22	 	 	 	 	 	 	 	11	 	7	 	3	 	16	7	 	 	1	3	97	4	 	 	1	35	 	 	4	 	2	2	 	1	 	2	 	 	1	 	35	 	 	 	2	 	 	 	 	 	2	9	 	 	 	 	 	 	 	 	17	 	 	 	 	 	 	 	403	10	409	39	5	8	117	102	14	19	12	12	-2490	22	 	 	26	95	5	 	38	 	1	 	 	 	 	 	 	 	1	 	5	 	 	 	 	 	 	 	1	 	 	 	 	 	1	1	 	 	1	 	23	 	 	 	1	9	 	 	10	 	1	3	1	 	1	4	 	 	 	 	168	 	 	 	 	 	 	 	9	 	7	 	 	 	7	2	 	 	4	1	50	4	 	 	4	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	1	 	19	 	 	 	2	1	 	 	1	 	24	 	 	 	 	5	 	 	13	 	3	8	1	 	1	4	 	 	 	 	41	 	 	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	4	 	3	2	 	 	2	2	 	 	 	 	38	 	 	 	 	1	 	 	1	 	 	 	 	 	 	1	 	 	 	 	3	 	 	 	 	 	 	 	24	1	14	2	1	 	6	8	 	1	 	1	244	 	 	 	2	3	 	 	3	 	1	 	 	 	 	 	 	 	 	 	30	 	 	 	 	 	 	2	1	 	 	 	 	 	1	 	 	 	 	 	11	 	 	 	 	 	 	 	21	 	16	6	 	 	8	9	2	 	4	 	199	5	 	 	1	9	 	 	4	 	1	 	 	 	 	 	 	 	 	 	17	 	 	 	 	 	 	 	1
C_M	1	 	 	 	 	 	 	 	 	3	48	1	58	 	 	 	1	 	 	5	1	 	 	 	 	 	 	 	 	13	2	 	35	 	 	 	3	 	 	9	1	 	 	 	1	 	 	 	 	1	1	 	7	3	 	 	2	 	 	3	 	1	 	 	 	 	 	2	 	1	1	 	2	 	 	 	 	 	 	304	8	2	1	 	4	26	7	 	12	277	568	33	-2210	7	 	30	139	 	1	360	 	2	 	 	 	 	 	 	 	1	 	1	5	 	 	1	1	 	1	2	 	 	 	 	 	 	 	 	 	1	2	 	6	 	 	 	 	 	 	3	1	 	 	 	 	 	 	 	 	3	6	 	22	 	 	 	1	 	 	3	 	 	 	 	 	 	1	 	 	2	5	 	21	 	 	1	1	 	 	2	 	 	 	 	 	 	 	 	 	1	5	 	12	1	 	 	 	 	 	16	 	 	 	 	 	 	 	 	 	3	3	 	13	 	 	 	1	 	 	4	 	 	 	 	 	 	 	 	 	1	1	 	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	3	1	 	 	 	 	 	 	 	 	1	3	 	10	 	 	 	1	 	 	6	 	 	 	 	 	 	1	 	 	3	 	 	6	 	 	 	 	 	 	21	1	1	 	 	 	4	2	 	 	2	81	4	127	1	 	1	2	 	 	7	 	 	 	 	 	 	 	 	 	 	1	 	6	 	 	 	11	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	 	 	 	 	 	3	 	 	1	3	 	62	 	 	1	1	 	 	12	 	 	 	 	 	 	 	 	 	 	3	 	22	 	 	 	6	 	 	 
C_F	 	 	 	 	 	 	 	 	 	 	1	 	 	19	 	 	 	 	1	7	 	 	 	5	1	 	 	 	1	1	1	 	 	82	 	2	 	 	15	1	 	 	2	 	 	 	 	2	 	1	 	 	1	24	 	2	1	 	 	 	2	1	2	 	 	 	 	1	 	 	 	 	 	7	 	1	 	 	1	482	11	1	1	5	7	2	12	4	27	49	252	2	6	-1813	5	31	9	1	146	27	 	1	 	 	1	 	 	 	 	 	 	1	 	 	 	 	1	 	1	9	 	 	 	 	1	 	 	 	 	 	1	 	 	30	 	2	 	 	 	1	 	 	 	3	 	 	 	 	 	 	2	 	 	61	 	 	 	 	4	6	1	2	 	 	 	 	 	 	 	2	5	 	 	29	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	1	1	 	 	2	 	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	3	 	 	 	10	 	 	 	 	 	18	 	 	 	 	 	 	 	 	 	1	1	 	 	52	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	2	3	 	1	6	 	 	 	 	1	22	1	 	 	 	 	 	4	 	 	4	9	 	1	207	1	1	 	1	9	9	 	 	 	 	 	 	 	 	 	1	 	 	 	48	 	 	 	 	3	2	 	 	 	 	 	 	 	 	 	1	1	 	 	35	 	2	 	 	 	5	 	 	 	 	1	 	 	 	 	3	 	1	 	118	 	 	 	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	1
C_P	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	23	6	4	 	1	 	2	1	1	3	2	1	 	1	 	179	9	1	 	3	8	1	 	 	 	 	1	 	 	 	1	1	 	 	 	46	 	1	 	 	6	 	1	 	 	 	 	1	 	1	 	 	 	 	 	36	 	 	 	1	422	45	38	61	20	17	17	20	4	53	13	56	20	2	22	-2189	227	58	 	23	35	 	1	4	 	 	 	 	 	1	 	 	1	 	 	16	 	 	 	 	4	 	 	 	 	 	 	 	 	 	1	1	1	 	 	14	1	 	 	 	3	 	 	 	 	 	1	 	 	 	 	1	 	 	 	360	1	1	 	 	5	 	 	 	 	 	1	1	 	 	1	1	1	 	 	48	4	2	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	2	8	 	3	 	 	2	1	 	 	 	 	 	 	 	 	 	5	 	 	 	6	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	63	4	1	1	 	 	1	4	 	2	1	1	1	 	 	184	1	6	 	 	8	 	 	 	 	1	 	 	 	 	 	 	 	 	 	24	 	 	 	 	5	 	 	 	2	 	 	 	 	1	 	 	 	 	 	6	 	1	 	 	9	 	 	 	1	 	3	 	 	2	 	1	 	 	 	87	1	1	 	 	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	39	 	 	 	 	 
C_S	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	36	 	 	 	8	5	 	1	6	2	3	 	1	1	1	1	1	1	4	1	105	8	3	5	8	1	 	1	2	1	 	 	1	 	 	 	 	 	 	 	19	4	 	 	4	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	415	307	50	151	29	190	17	15	126	19	23	32	37	9	36	88	-2539	321	3	16	56	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	1	13	 	1	2	1	 	1	 	 	 	 	 	 	 	 	1	 	 	 	29	2	 	 	7	2	 	1	 	1	 	 	1	 	 	 	 	 	 	2	19	6	 	 	5	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	58	1	 	 	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	5	1	 	 	1	 	 	 	 	1	 	 	 	 	 	 	22	1	 	 	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	3	6	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	1	4	 	 	1	 	 	 	1	 	1	1	2	1	 	22	2	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	12	12	5	3	2	7	1	1	5	 	 	1	3	1	3	 	130	7	 	 	4	2	 	1	 	4	 	4	 	 	 	 	1	 	 	 	7	1	 	 	3	4	5	1	 	 	 	 	 	 	 	 	 	 	 	 	15	1	 	 	6	3	2	2	1	3	 	 	 	 	 	1	 	1	1	1	66	13	 	 	3	14	 	 	 	1	 	 	 	1	 	 	 	 	 	 	4	 	 	 	 
